Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Latitude,Longitude
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Technology,Accessories,2.97,3,0.0,1.3068,43.54485,-96.7197
Standard Class,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Fasteners,6.54,3,0.0,2.6814,43.54485,-96.7197
Second Class,Corporate,United States,Visalia,California,93277,West,Technology,Accessories,7.92,8,0.0,3.4848,36.311379,-119.306471
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,203.92,5,0.2,22.941,33.973093,-118.247896
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Copiers,3359.952,6,0.2,1049.985,33.973093,-118.247896
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Fasteners,18.24,3,0.0,9.12,38.992488,-94.674769
Standard Class,Corporate,United States,Overland Park,Kansas,66212,Central,Office Supplies,Art,27.78,6,0.0,9.1674,38.992488,-94.674769
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.96,7,0.0,7.5768,38.8055925,-77.0677545
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Technology,Phones,28.99,1,0.0,8.4071,38.8055925,-77.0677545
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,12.96,2,0.0,6.3504,38.8055925,-77.0677545
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Art,22.96,7,0.0,6.6584,38.8055925,-77.0677545
Second Class,Corporate,United States,Alexandria,Virginia,22304,South,Office Supplies,Supplies,4164.05,5,0.0,83.281,38.8055925,-77.0677545
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Accessories,47.984,2,0.2,13.1956,35.772701,-78.632439
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,4.624,1,0.2,1.6762,35.772701,-78.632439
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,15.24,3,0.0,5.1816,40.7128,-74.006
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Binders,63.924,7,0.7,-46.8776,39.326602,-84.547881
Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Art,6.56,2,0.0,1.9024,35.730661,-95.375491
Standard Class,Home Office,United States,Muskogee,Oklahoma,74403,Central,Office Supplies,Appliances,13.11,3,0.0,3.4086,35.730661,-95.375491
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Phones,494.376,3,0.2,49.4376,33.4936,-117.1475
First Class,Consumer,United States,Temecula,California,92592,West,Office Supplies,Binders,29.2,5,0.2,9.855,33.4936,-117.1475
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,248.85,5,0.0,27.3735,33.4936,-117.1475
First Class,Consumer,United States,Temecula,California,92592,West,Technology,Accessories,36.24,1,0.0,15.2208,33.4936,-117.1475
Standard Class,Consumer,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Art,11.68,2,0.0,3.504,42.564782,-83.070135
Standard Class,Consumer,United States,San Diego,California,92024,West,Office Supplies,Supplies,11.91,3,0.0,0.1191,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92024,West,Furniture,Furnishings,3.48,2,0.0,1.1136,32.71852,-117.159316
First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,30.96,8,0.8,-52.632,32.893643499999996,-96.79825149999999
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Machines,1704.89,11,0.0,767.2005,40.7128,-74.006
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,19.194,7,0.7,-12.796,33.451,-112.0685
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,121.792,4,0.2,13.7016,33.451,-112.0685
Same Day,Corporate,United States,San Francisco,California,94122,West,Technology,Machines,1919.976,3,0.2,215.9973,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,50.997,1,0.7,-40.7976,39.990599,-75.14464799999999
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,76.792,1,0.2,-16.3183,39.990599,-75.14464799999999
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,539.964,6,0.4,-107.9928,39.990599,-75.14464799999999
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,60.312,3,0.2,5.2773,39.990599,-75.14464799999999
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,1.944,3,0.7,-1.4256,39.990599,-75.14464799999999
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Office Supplies,Envelopes,12.984,3,0.2,4.7067,27.515538,-99.498579
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Phones,217.584,2,0.2,19.0386,27.515538,-99.498579
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Phones,328.776,3,0.2,28.7679,27.515538,-99.498579
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Office Supplies,Binders,2.286,3,0.8,-3.6576,27.515538,-99.498579
Second Class,Corporate,United States,Laredo,Texas,78041,Central,Technology,Accessories,47.984,2,0.2,14.3952,27.515538,-99.498579
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,25.344,6,0.2,8.8704,40.7128,-74.006
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,232.4,5,0.2,78.435,40.7128,-74.006
Second Class,Corporate,United States,Gulfport,Mississippi,39503,South,Furniture,Furnishings,86.45,7,0.0,38.038,30.382556,-89.097618
Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,603.92,5,0.2,45.294,32.71852,-117.159316
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,81.98,2,0.0,40.1702,32.71852,-117.159316
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,271.764,2,0.1,48.3136,40.636199,-73.637533
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Binders,14.376,3,0.2,4.8519,40.636199,-73.637533
Second Class,Corporate,United States,Round Rock,Texas,78664,Central,Furniture,Furnishings,341.96,5,0.6,-427.45,30.51452,-97.668028
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Art,181.35,9,0.0,48.9645,34.039659,-117.180352
Standard Class,Consumer,United States,Redlands,California,92374,West,Office Supplies,Labels,8.64,3,0.0,4.2336,34.039659,-117.180352
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Appliances,43.512,7,0.2,3.8073,35.615577,-87.038032
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,662.88,3,0.2,74.574,35.615577,-87.038032
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Paper,25.92,5,0.2,9.072,35.615577,-87.038032
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Appliances,68.94,3,0.0,20.682,40.7128,-74.006
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,128.82,3,0.0,50.2398,40.7128,-74.006
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,896.99,5,0.8,-1480.0335,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,1.234,1,0.8,-1.9744,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,67.56,3,0.2,6.756,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,21.72,5,0.2,7.8735,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,262.336,8,0.2,95.0968,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,148.48,2,0.2,16.704,29.680678,-95.4122045
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,241.176,3,0.2,15.0735,29.680678,-95.4122045
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Accessories,227.976,3,0.2,28.497,41.885847,-87.618123
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Technology,Phones,52.68,3,0.2,19.755,41.885847,-87.618123
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,2.032,1,0.6,-1.3208,41.885847,-87.618123
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Art,17.12,4,0.0,4.9648,37.780595,-122.216587
First Class,Consumer,United States,Oakland,California,94601,West,Technology,Phones,431.968,4,0.2,37.7972,37.780595,-122.216587
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,129.92,4,0.0,10.3936,37.780595,-122.216587
First Class,Consumer,United States,Oakland,California,94601,West,Furniture,Tables,568.728,3,0.2,28.4364,37.780595,-122.216587
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Binders,117.144,9,0.2,42.4647,37.780595,-122.216587
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Appliances,203.52,3,0.0,54.9504,37.780595,-122.216587
First Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Labels,51.75,5,0.0,24.84,37.780595,-122.216587
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,122.97,3,0.0,60.2553,42.249133,-70.997816
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Furniture,Tables,244.615,1,0.3,20.967,42.249133,-70.997816
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Technology,Phones,59.97,3,0.0,28.7856,42.249133,-70.997816
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Paper,81.54,9,0.0,36.693,42.249133,-70.997816
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Fasteners,11.68,4,0.0,5.256,42.249133,-70.997816
Second Class,Consumer,United States,Quincy,Massachusetts,2169,East,Office Supplies,Binders,29.0,5,0.0,13.92,42.249133,-70.997816
Standard Class,Corporate,United States,Yucaipa,California,92399,West,Office Supplies,Art,50.8,5,0.0,13.208,34.028197,-117.048925
First Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,16.03,5,0.8,-25.648,41.885847,-87.618123
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.712,4,0.2,5.6956,47.611435,-122.330456
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,89.97,3,0.0,18.8937,40.7128,-74.006
Standard Class,Corporate,United States,San Diego,California,92037,West,Furniture,Bookcases,435.999,3,0.15,20.5176,32.71852,-117.159316
Standard Class,Corporate,United States,San Diego,California,92037,West,Technology,Phones,83.984,2,0.2,31.494,32.71852,-117.159316
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Technology,Phones,359.98,2,0.0,93.5948,41.682293,-72.930193
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Furniture,Tables,70.56,1,0.3,-4.032,41.682293,-72.930193
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,20.88,2,0.0,9.6048,41.682293,-72.930193
Standard Class,Corporate,United States,Bristol,Connecticut,6010,East,Office Supplies,Binders,3.81,1,0.0,1.8288,41.682293,-72.930193
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,73.008,9,0.2,26.4654,41.885847,-87.618123
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,3.208,2,0.8,-5.2932,41.885847,-87.618123
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,26.176,2,0.2,-3.272,41.885847,-87.618123
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,30.44,4,0.0,14.3068,40.7128,-74.006
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Furnishings,35.28,3,0.0,11.9952,40.7128,-74.006
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Paper,19.44,3,0.0,9.3312,42.413767,-71.005165
Standard Class,Home Office,United States,Revere,Massachusetts,2151,East,Office Supplies,Binders,37.88,2,0.0,18.94,42.413767,-71.005165
Second Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Furnishings,9.552,3,0.6,-3.8208,29.680678,-95.4122045
First Class,Consumer,United States,Mission Viejo,California,92691,West,Furniture,Bookcases,290.666,2,0.15,3.4196,33.6,-117.6711
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,10.368,2,0.2,3.6288,32.893643499999996,-96.79825149999999
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Office Supplies,Paper,14.352,3,0.2,4.485,32.893643499999996,-96.79825149999999
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Bookcases,141.96,2,0.0,41.1684,36.172082,-115.122366
Standard Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,66.048,4,0.2,23.1168,36.172082,-115.122366
Same Day,Consumer,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,1287.45,5,0.0,244.6155,35.2212,-97.4448
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,25.824,6,0.2,9.0384,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,160.96,2,0.0,48.288,37.698471999999995,-122.40012200000001
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Furnishings,28.44,3,0.0,11.376,40.713889,-73.600278
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,364.41,5,0.1,8.098,40.713889,-73.600278
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Technology,Phones,39.96,4,0.0,10.3896,40.713889,-73.600278
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Furniture,Chairs,361.764,2,0.1,68.3332,40.713889,-73.600278
First Class,Corporate,United States,Conroe,Texas,77301,Central,Office Supplies,Storage,111.672,9,0.2,6.9795,30.312535,-95.452667
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Binders,13.776,6,0.8,-22.0416,29.680678,-95.4122045
Standard Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,10.272,3,0.2,3.21,29.680678,-95.4122045
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,24.048,9,0.2,7.2144,39.990599,-75.14464799999999
First Class,Corporate,United States,Tampa,Florida,33614,South,Office Supplies,Envelopes,2.896,1,0.2,0.9774,28.015349999999998,-82.4571
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,17.94,3,0.0,8.7906,40.7128,-74.006
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,384.174,7,0.1,29.8802,40.7128,-74.006
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Phones,1799.75,5,0.0,539.925,40.7128,-74.006
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,580.672,4,0.2,65.3256,35.2269,-80.8433
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Fasteners,18.936,3,0.2,5.9175,35.2269,-80.8433
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,222.384,2,0.2,16.6788,35.2269,-80.8433
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,50.454,6,0.7,-33.636,35.2269,-80.8433
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,154.764,3,0.4,-36.1116,35.2269,-80.8433
Second Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,6.848,2,0.2,2.14,32.893643499999996,-96.79825149999999
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,1091.168,4,0.2,68.198,47.611435,-122.330456
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Technology,Phones,219.168,2,0.2,-43.8336,47.611435,-122.330456
First Class,Consumer,United States,Pasadena,Texas,77506,Central,Office Supplies,Binders,6.928,1,0.8,-11.0848,29.692,-95.2005
